signal,choice,contrast
0.66613,1,10
-0.74669,0,10
-0.15333,1,8.3333
-0.59452,0,8.3333
0.62329,1,6.9444
-0.5492,0,6.9444
-0.46505,0,5.787
0.63721,1,5.787
0.48792,1,4.8225
0.082696,0,4.8225
-0.10189,0,4.0188
0.41383,1,4.0188
-0.56477,1,3.349
-0.42418,0,3.349
0.32478,1,2.7908
0.46972,0,2.7908
0.69147,0,2.3257
0.32513,0,2.3257
0.39533,1,1.9381
-0.87294,0,1.9381
-0.38174,0,1.6151
0.44089,0,1.6151
-0.19407,1,1.9381
-0.21929,1,1.9381
1.2079,0,1.6151
0.2291,1,1.9381
-0.26029,0,1.9381
0.24897,0,1.6151
-0.32196,1,1.6151
-0.5639,1,1.3459
-0.50371,1,1.6151
0.28197,0,1.6151
0.69517,0,1.4682
-0.040643,1,1.4682
-0.77277,0,1.3348
-0.69306,0,1.3348
-0.27647,0,1.2134
-0.28402,0,1.2134
0.38248,0,1.1031
0.16252,1,1.1031
0.89126,1,1.0028
-0.509,1,1.1031
0.66189,0,1.2134
0.49712,1,1.2134
0.0016389,1,1.1031
0.29402,0,1.2134
-0.20496,1,1.2134
0.71215,1,1.3348
0.22513,1,1.4682
-0.22985,1,1.4682
0.31717,1,1.3983
0.24248,1,1.3983
-0.52947,1,1.3317
0.15661,1,1.3317
-0.50387,1,1.2683
-0.55962,1,1.3317
0.1291,0,1.3983
0.82407,1,1.4682
-0.039369,1,1.4682
-0.57729,0,1.5416
-0.33229,1,1.5416
-0.22857,1,1.6187
-0.092302,0,1.6187
-0.49243,1,1.6997
-0.39741,1,1.6997
0.40912,1,1.6187
0.060796,1,1.6997
0.44601,1,1.6997
0.22688,1,1.6187
-0.38733,1,1.6187
0.025108,1,1.6997
0.13351,1,1.6997
-0.23337,1,1.7846
0.23784,1,1.7846
0.12829,1,1.6997
-0.94943,1,1.6997
0.10227,1,1.6187
-0.6818,1,1.6997
-0.8472,0,1.6997
-0.034157,1,1.6187
0.25971,0,1.6997
0.040702,1,1.6997
-0.76258,0,1.6187
0.50684,0,1.6187
-0.30915,1,1.6997
0.16904,0,1.7846
-0.065051,1,1.7846
0.50148,1,1.6997
0.045626,1,1.6997
-0.26557,1,1.7846
0.51072,1,1.8739
-0.010533,1,1.8739
-0.65869,0,1.7846
-0.10205,1,1.7846
-0.21932,1,1.6997
0.053906,1,1.6997
-0.047498,1,1.6187
0.13999,1,1.6187
1.4789,1,1.5416
-0.47914,1,1.5416
0.40806,1,10
1.0158,1,10
0.63734,0,5
0.51338,1,5
0.57452,1,2.5
0.020036,1,2.5
0.16736,1,1.25
0.011975,0,1.25
0.15154,0,0.625
0.71439,1,1.25
0.19286,1,1.25
-0.3694,1,0.625
0.44319,0,1.25
0.10727,1,2.5
0.47993,0,2.5
-0.31155,0,1.25
0.17251,1,1.25
0.50415,1,2.5
0.10585,0,2.5
-0.28997,1,1.6667
-1.0003,0,2.5
1.2939,0,2.5
0.28727,1,3.75
-0.6285,0,3.75
0.45425,1,2.5
0.085132,1,2.5
0.23724,1,1.6667
0.51456,1,2.5
0.30878,1,3.75
-0.24525,0,3.75
-0.87612,1,3
0.11304,1,3
0.52019,1,2.4
-0.80495,1,2.4
-0.16821,0,3
0.059473,1,3
0.8024,1,2.4
0.11886,0,2.4
0.47337,0,1.92
-0.27882,0,1.92
0.028277,0,1.536
-0.64005,0,1.92
0.22177,0,1.92
0.25976,0,1.536
0.037234,1,1.92
-0.42842,1,1.92
-0.53603,1,1.536
0.12624,1,1.536
0.67188,0,1.92
-0.075589,1,1.92
0.34057,1,1.536
-0.042943,0,1.92
-0.6797,1,1.92
-0.38939,1,2.4
-0.044345,0,3
0.51966,1,3
0.696,0,2.4
-0.21894,0,2.4
-0.089446,0,1.92
0.74858,0,1.92
-0.56074,0,2.4
0.12835,1,2.4
-0.36923,1,1.92
0.23579,1,1.92
-0.066487,1,1.536
-0.2087,1,1.536
0.29737,1,1.92
-0.044785,1,1.92
-0.19891,0,2.4
0.08629,0,2.4
0.55509,1,3
0.56017,1,3
0.79739,0,2.4
0.09705,0,2.4
0.32786,1,1.92
0.50957,1,1.92
0.19116,0,1.536
0.49973,1,1.536
0.23417,0,1.2288
0.1927,1,1.536
0.10615,1,1.92
0.19336,0,1.92
0.43795,0,2.4
-0.71241,0,2.4
0.006192,0,1.92
-0.17044,0,2.4
0.45321,1,2.4
-0.54809,1,1.92
0.32245,1,2.4
-0.29792,1,2.4
-0.28563,1,1.92
0.53776,1,2.4
-0.39012,1,2.4
0.8594,1,1.92
-0.32217,1,2.4
0.29656,1,3
-0.047756,1,3
0.31723,1,2.4
-0.13018,1,2.4
-0.375,1,3
0.39143,0,10
-0.72465,0,10
0.72842,1,5
0.61413,1,5
0.046786,0,2.5
-0.97013,0,2.5
0.35315,0,1.25
0.56138,0,1.25
-0.065365,0,2.5
0.46065,0,2.5
0.4444,0,5
0.043719,0,5
0.53444,0,2.5
0.059683,0,5
-0.095305,0,5
-0.60579,0,3.3333
0.27247,0,3.3333
-0.026746,1,5
-0.27206,1,5
-0.58062,0,3.3333
-0.33077,0,3.3333
0.4159,0,2.2222
-0.75857,1,2.2222
-0.94611,0,3.3333
0.38251,0,3.3333
0.7001,0,2.2222
-0.41503,1,3.3333
0.32285,1,3.3333
0.24627,0,2.6667
0.12866,1,2.6667
-0.40218,0,2.1333
0.067628,0,2.1333
1.0756,1,2.6667
0.46614,0,2.6667
0.44567,0,2.1333
0.28701,1,2.1333
-0.52883,0,1.7067
0.10966,0,2.1333
-0.099246,0,2.1333
-0.28681,0,1.7067
-0.56969,0,1.7067
-0.33449,0,1.3653
-0.43528,0,1.7067
-0.10066,0,1.7067
0.55965,0,1.3653
0.70952,0,1.3653
-0.02693,0,1.0923
0.079886,1,1.0923
-0.66265,0,0.87381
-0.4383,1,1.0923
-0.89882,0,1.3653
1.331,0,1.3653
-0.24477,0,1.7067
0.30787,0,2.1333
1.0741,1,2.6667
0.28317,0,3.3333
0.46843,0,3.3333
0.22186,0,2.6667
0.49588,0,2.6667
-0.13051,0,3.3333
-0.02734,1,3.3333
-0.12424,1,2.6667
0.97845,1,3.3333
-0.58196,0,3.3333
-0.36309,0,2.6667
-0.1819,0,2.6667
0.38685,0,2.1333
0.03583,0,2.6667
0.50479,1,2.6667
-0.1631,0,3.3333
-0.096436,0,4.1667
0.27039,0,4.1667
-0.69824,0,5.2083
-0.32837,0,5.2083
0.63167,1,4.1667
0.093863,1,4.1667
-0.42843,1,3.3333
0.61452,0,4.1667
0.20471,1,5.2083
-0.54771,0,5.2083
-0.14261,0,4.1667
-0.77317,1,4.1667
-0.84937,1,3.3333
-0.29069,1,3.3333
0.093531,0,2.6667
0.53949,0,2.6667
1.2382,0,2.1333
-0.015206,0,2.1333
0.17725,1,1.7067
0.042769,1,2.1333
-0.52772,1,2.6667
0.76925,0,3.3333
0.38089,0,4.1667
-0.29099,0,4.1667
0.50581,1,5.2083
-1.1456,0,5.2083
0.48053,1,4.1667
0.057814,1,4.1667
-0.094255,0,3.3333
0.26331,1,3.3333
0.035679,0,10
-0.11754,0,10
0.87082,1,5
-0.38713,0,5
0.051854,0,2.5
-0.95708,0,2.5
-0.56298,0,1.25
0.36492,0,1.25
0.61272,0,2.5
-0.45479,0,2.5
0.45678,1,1.25
-0.17674,1,1.25
-0.61339,0,2.5
-0.032702,1,2.5
0.43928,0,1.25
0.12006,1,2.5
-0.061585,0,5
-0.72063,0,5
-0.30369,0,3.3333
0.38962,0,3.3333
0.086461,1,5
-0.98428,0,5
0.75823,1,3.3333
0.26537,1,3.3333
-0.66965,1,2.2222
0.010545,0,2.2222
-0.13777,0,1.4815
0.024182,0,2.2222
0.21751,0,2.2222
-0.59579,1,1.4815
-0.29236,0,2.2222
0.29126,0,3.3333
-0.81449,1,5
0.23329,1,5
-0.42353,1,4
0.18104,1,4
0.17726,1,3.2
-0.89881,0,4
0.55324,0,4
-0.15429,0,3.2
0.15507,0,4
0.18033,1,5
-0.48065,0,5
0.47066,1,4
-0.42792,1,4
-0.13796,1,3.2
-0.34516,1,3.2
0.10674,1,2.56
-0.49112,0,3.2
-0.087007,0,3.2
-0.2617,1,2.56
0.24843,1,2.56
1.1533,1,3.2
-0.10806,0,3.2
-0.28226,0,2.56
-0.5715,1,3.2
-0.20045,0,4
-0.063292,0,4
0.055011,1,3.2
-0.18962,0,3.2
-0.58319,0,2.56
0.50087,0,2.56
0.15159,0,2.048
-0.2431,0,2.56
0.11259,0,2.56
0.23667,0,3.2
0.95678,0,4
0.42458,1,5
-0.12643,0,5
-0.36888,1,4
-0.20069,1,4
-0.32899,0,5
0.1497,1,5
-0.19091,1,4
0.54588,1,4
0.55892,0,3.2
0.69723,1,3.2
0.66133,0,2.56
-0.28159,0,2.56
0.29299,1,2.048
-0.1777,0,2.048
0.9244,0,2.56
-0.67648,1,2.56
-0.93495,0,3.2
0.0034404,1,3.2
0.58861,0,2.56
1.0642,0,2.56
0.65255,0,2.048
0.42354,1,2.048
0.59183,0,1.6384
0.28598,1,2.048
0.28262,0,2.56
0.60187,1,3.2
0.43254,1,3.2
-0.10227,1,2.56
-0.48039,1,2.56
0.32884,0,2.048
-1.0098,1,2.56
0.49038,1,2.56
-0.064985,0,2.048
0.40949,1,10
-0.60774,0,10
-0.049637,0,5
-0.48093,1,5
0.20084,1,2.5
-0.14003,1,5
0.24618,0,5
0.91596,0,2.5
0.40107,0,2.5
0.28132,0,5
-0.2808,0,5
-0.71211,1,2.5
-0.92136,0,2.5
-0.69173,0,1.25
-0.83763,0,1.25
-0.13054,0,2.5
0.60865,0,5
-0.41983,0,10
-0.58493,0,10
1.2416,1,6.6667
-0.53631,0,6.6667
-0.057186,1,4.4444
0.58552,0,4.4444
-1.4731,0,2.963
0.14774,0,2.963
0.54627,0,1.9753
0.095838,1,2.963
-0.23629,1,2.963
-0.84186,0,4.4444
1.0646,1,4.4444
-0.2826,1,2.963
0.75409,0,4.4444
-0.34667,0,4.4444
-0.52339,0,3.5556
-0.27435,1,3.5556
-0.45658,0,2.8444
0.18693,1,2.8444
0.95438,1,3.5556
-0.23489,1,4.4444
0.011065,1,4.4444
0.16109,1,3.5556
0.76317,0,3.5556
0.14717,0,2.8444
-0.42701,1,2.8444
-0.15635,0,2.2756
0.46823,0,2.2756
-0.25853,0,2.8444
-0.03702,0,2.8444
-0.048923,0,3.5556
-0.024723,0,3.5556
0.061062,0,2.8444
0.20486,0,2.8444
0.33575,0,2.2756
0.19627,0,2.8444
-0.44228,0,3.5556
0.24732,0,3.5556
0.19696,1,2.8444
-0.23533,1,2.8444
0.72005,1,2.2756
0.26353,1,2.2756
0.11751,0,2.8444
0.2409,0,3.5556
-0.43238,1,3.5556
0.16881,1,4.4444
-0.30862,0,4.4444
-0.53924,1,3.5556
-0.61473,1,3.5556
-0.23706,0,2.8444
0.12532,1,2.8444
-0.024261,0,2.2756
0.20824,1,2.2756
0.4105,1,2.8444
0.34741,1,2.8444
-0.50211,0,3.5556
-0.13595,0,4.4444
-0.035917,0,4.4444
0.069874,0,5.5556
0.38354,1,5.5556
-0.28768,1,4.4444
0.20061,1,4.4444
0.70586,1,3.5556
-0.094223,0,3.5556
0.26054,0,2.8444
0.94857,1,2.8444
-0.16115,1,2.2756
0.5558,1,2.2756
-0.13932,1,1.8204
0.1321,0,2.2756
-0.20393,1,2.8444
-0.59539,0,2.8444
-0.12406,0,2.2756
-0.20826,0,2.2756
-0.083211,0,2.8444
0.12079,0,3.5556
-0.19239,0,3.5556
-0.0075773,1,2.8444
-0.74959,1,2.8444
-0.50131,0,3.5556
0.43792,1,3.5556
-0.94934,0,4.4444
-0.31334,1,10
1.146,1,10
-0.71348,0,5
1.0056,1,10
-0.080597,1,10
0.0066932,0,5
0.11391,1,5
0.94588,0,2.5
-0.018723,1,5
0.16894,1,5
0.093905,0,2.5
-0.71182,0,5
0.2927,0,5
0.71241,0,3.3333
0.07479,1,3.3333
-0.60693,1,2.2222
0.34673,0,2.2222
0.79979,1,1.4815
-0.35801,0,2.2222
1.0256,0,2.2222
0.3381,0,1.4815
-0.11834,0,1.4815
0.23681,1,0.98765
0.45061,0,1.4815
0.84384,0,1.4815
0.58006,1,2.2222
0.024346,1,3.3333
0.71485,1,3.3333
-0.29303,0,2.6667
0.84913,0,2.6667
-0.27966,1,3.3333
0.023563,0,3.3333
-0.27314,0,2.6667
-1.1163,0,2.6667
-0.57208,0,3.3333
-0.74868,0,3.3333
0.54615,0,2.6667
-0.077527,0,2.6667
-0.11832,1,2.1333
-0.77618,0,2.1333
0.49959,1,2.6667
0.091465,0,2.6667
0.60669,0,2.1333
-0.34497,1,2.6667
-0.37347,1,2.6667
-0.27853,1,3.3333
0.039159,1,3.3333
0.74506,0,2.6667
-0.30675,0,2.6667
0.21625,1,2.1333
0.48174,1,2.1333
0.55927,1,2.6667
-0.069223,0,2.6667
-0.16405,0,2.1333
0.26044,0,2.6667
0.59058,0,2.6667
0.23726,0,2.1333
-0.15529,1,2.6667
-0.64399,0,2.6667
-0.09512,0,2.1333
-0.296,0,2.6667
0.28143,1,3.3333
0.1968,0,3.3333
0.68889,1,4.1667
0.052707,1,4.1667
-0.80243,1,3.3333
0.51913,1,4.1667
0.057387,1,4.1667
-0.46671,1,3.3333
-0.051315,1,4.1667
0.49086,1,4.1667
0.28239,1,3.3333
-0.25092,1,3.3333
-0.19258,1,4.1667
0.057283,1,4.1667
-0.32953,1,3.3333
0.088125,1,3.3333
0.52937,1,4.1667
-0.58981,0,4.1667
0.55537,1,3.3333
0.088661,1,3.3333
-0.073451,1,2.6667
0.15567,0,2.6667
0.44862,1,3.3333
-0.10818,0,3.3333
0.25549,0,2.6667
-1.1837,1,3.3333
0.082703,0,3.3333
-0.095674,0,2.6667
0.21845,0,2.6667
-0.2277,1,3.3333
-0.29306,1,3.3333
-0.13991,1,2.6667
0.20147,0,3.3333
-1.0385,0,4.1667
-0.57847,0,4.1667
-1.1581,0,3.3333
-0.34189,0,3.3333
0.37388,0,2.6667
-0.14653,1,3.3333
-0.12152,0,10
0.053875,1,10
-0.4236,1,5
-0.072731,0,5
-0.048431,0,2.5
-0.14706,1,5
-0.10356,0,5
-0.66162,0,2.5
0.12696,1,5
0.049855,1,5
0.24664,1,2.5
0.25011,1,5
0.31588,1,5
-1.2786,1,3.3333
-0.53074,0,3.3333
1.0857,0,2.2222
0.39515,0,3.3333
0.57724,1,3.3333
0.74738,0,5
-0.70188,0,7.5
0.69891,1,7.5
-0.09722,0,5
0.41052,1,5
0.11769,1,3.3333
-0.13025,0,3.3333
-0.13784,0,2.2222
-0.080766,0,2.2222
0.25598,0,1.4815
0.50605,0,2.2222
0.41473,0,3.3333
0.023897,0,5
0.38888,0,5
0.94821,1,4
-0.85288,1,4
-0.37039,1,3.2
0.068856,1,3.2
0.15519,0,2.56
-0.069604,0,2.56
-0.11018,0,2.048
-0.40833,0,2.048
-0.21616,0,2.56
0.48896,0,2.56
0.10549,1,2.048
-0.22864,0,2.048
-0.94883,0,1.6384
0.55639,0,1.6384
0.25366,1,2.048
0.0027079,1,2.048
-0.20825,1,2.56
0.28414,0,3.2
-0.33147,1,4
0.049162,0,4
0.10944,0,3.2
0.47859,1,3.2
0.0319,1,2.56
-0.34883,1,2.56
0.42418,1,2.048
0.09014,1,2.56
0.16246,1,3.2
-0.43723,1,3.2
0.22258,1,2.56
0.78824,0,2.56
-0.17387,0,2.048
-0.82849,1,2.048
-0.12733,0,1.6384
-0.096448,1,1.6384
0.014348,0,2.048
0.13844,0,2.048
-0.30092,0,1.6384
0.79421,0,2.048
-0.21143,0,2.56
0.16387,0,2.56
0.44309,0,2.048
-0.14691,1,2.56
0.29851,0,2.56
-0.3828,0,3.2
0.17993,0,3.2
-0.0041682,0,2.56
-0.40347,0,3.2
-0.53435,0,3.2
0.17789,1,4
-0.36827,0,4
-0.67904,0,3.2
-0.47964,0,3.2
0.51812,1,2.56
0.102,0,3.2
0.38403,0,4
-0.34188,0,4
-0.49252,0,3.2
-0.16944,1,3.2
0.63693,1,4
-0.3405,1,4
0.34122,0,3.2
0.49625,0,3.2
-0.45695,0,4
-0.074929,0,4
-0.1289,0,3.2
-0.24882,0,4
0.3113,0,4
-0.55785,0,5
-0.71745,0,10
-0.29585,0,10
0.21303,0,5
0.4158,0,5
-0.59025,0,2.5
-0.79766,0,2.5
-0.17913,0,1.25
-0.12807,0,1.25
-1.0155,1,2.5
0.55681,1,5
0.55776,1,5
0.52993,1,2.5
0.51552,1,2.5
-0.34321,1,1.25
0.056835,0,2.5
-0.23124,1,2.5
0.30227,0,1.25
-0.0572,1,1.25
-0.079206,0,2.5
0.37337,0,2.5
-0.38664,1,1.6667
0.91599,0,1.6667
0.25275,0,2.5
-0.24389,0,3.75
0.1771,0,3.75
0.67238,0,2.5
0.25667,0,3.75
0.45331,1,3.75
-0.059193,0,2.5
0.26067,1,2.5
0.13062,0,1.6667
0.043717,0,2.5
-0.26122,0,2.5
0.91062,0,2
0.71827,1,2.5
-1.1284,0,2.5
0.12666,1,2
0.64124,0,2.5
0.37786,1,3.125
-0.44834,1,3.125
0.1441,1,2.5
0.21569,1,2.5
-0.25829,0,3.125
0.38434,0,3.125
0.79695,0,2.5
0.95575,0,3.125
-0.44112,0,3.9062
0.67781,0,3.9062
-0.57912,0,4.8828
-0.10016,1,4.8828
0.75807,1,3.9062
0.8975,1,3.9062
-0.67797,0,3.125
-0.63167,0,3.125
0.012597,0,2.5
0.093677,1,2.5
0.11845,1,3.125
-0.34408,1,3.9062
0.3647,1,4.8828
0.1127,1,4.8828
0.19148,0,3.9062
0.22724,1,3.9062
-0.29072,0,3.125
0.16409,1,3.125
0.33945,1,2.5
0.53549,1,2.5
-0.65522,0,2
-0.52839,0,2
-0.35724,0,2.5
-0.048938,0,3.125
0.88824,1,3.125
0.45001,1,2.5
0.17016,0,3.125
-0.65835,0,3.9062
-0.68561,0,3.9062
0.83686,0,3.125
-0.21344,1,3.9062
-0.30289,1,3.9062
0.77112,1,4.8828
0.14422,1,4.8828
0.5011,0,3.9062
-0.266,1,3.9062
0.081936,0,3.125
0.18402,1,3.125
-0.65428,0,2.5
0.52016,1,2.5
-0.016718,0,3.125
0.026164,0,3.125
0.52283,0,3.9062
-0.10008,1,3.9062
0.11182,0,3.125
0.4812,0,3.125
0.041222,0,2.5
0.27829,0,2.5
0.11189,0,2
-0.33033,0,2
-0.18561,1,2.5
0.35644,0,3.125
-0.31708,0,3.9062
-0.081496,0,3.9062
